review,sentiment
"I only watched the first twenty minutes of this movie and personally I think that this is the worst movie to be made in the recent years.<br /><br />The plot was so bad that it might have been possible that a 10 year old kid wrote it. The acting was also sloppy with pretty much an unknown cast and not only that the action sequences especially at the first half of the film were so terrible it was unbelievable.<br /><br />I don't know how the producers obtained the budget to film this movie but the production company must be regretting it by now.<br /><br />To anyone who may come across this film in the near future, I advise you to steer clear of this joke of a movie.",negative
"If you repeat a lie enough number of times will it become the truth? 15 park avenue is the story of an alternative reality of a schizophrenic (Mithi). The movie is about her search for her home at a fictitious address where her imaginary husband and 5 children live. Aparna Sen delivers yet another masterpiece. Each and every actor of the movie was better than the other. Konkona Sen looks unbelievably convincing as a schizophrenic. She pulls off the role with such ease and maturity beyond her age. Shabana Azmi is incredible as usual. She plays the dominating and fiercely independent elder sister of Mithi who takes care of her ailing sister and aging mother. She refuses to accept that in-spite of all her strength and courage, she still feels lonely at times. This should have been a very easy movie for Rahul Bose. The role was least bit demanding and anyone could have done the role.<br /><br />The ending of the movie was the most surreal part of the whole park avenue experience. It took me a while to digest that the movie had ended. It left me confused and maybe even a bit disturbed. But later on, it started sinking in. My eyes are black. But if everyone says they are blue, will I still believe that its black??!",positive
"I enjoyed very much the movie wooden camera. I think it's a little bit influenced by the Brazilian movie ""City of God"", but maybe this parallelism between the two tracks possible to follow (crime and art) in social neighborhood are a reality. <br /><br />I think the films made by Madiba are really beautiful. I don't think it's unreal that he shoot such good films, because there's a lot of artists that don't have any type of education and can be really genius. <br /><br />I enjoyed very much the soundtrack. It's adjusted to the pictures.<br /><br />See the movie...it's good to show how can be a life in a social neighborhood.",positive
"I really like this movie. Bozz is an ultra-cool, not to be intimidated soldier who does not want to go to war. His persona is similar in a way to Yossarian in Catch-22, Joseph Heller's classic novel about men and war. This film, however, is not set in a war zone, but in a pre-war combat prep training. This wonderful film is all about the sickening realization that the Vietnam war was a mistake and those men who were pegged to be sacrificed for a losing cause.<br /><br />Colin Farrell is brilliant as Bozz, a soldier who showed as much genuine love and compassion for his fellow soldier as he did disdain and irreverence for the establishment that was trying to kill him. Bozz is totally cool and non-plussed, testing and tweaking his military superiors, getting their goat at every opportunity. He is a Jesus Christ figure with a psychology degree, ""saving"" his fellow soldiers and showing the ones in genuine need, the way out of this man's army.<br /><br />The acting and action is crisp and believable and as a ""Sleeper"", Tigerland goes down with Apocalypse Now and Full Metal Jacket as one of the top three Vietnam films in my opinion.<br /><br />FIVE STARS, a top pick.",positive
"I just watched the movie tonight and i found it brilliant. It doesn't have special effects that blow your mind, and it's not violent or bloody, no terrorist or aliens but it's brilliant. It's just plain nice, sweet and it brought me to a whole different time, a much simpler time, where people could take their time to walk down the street and look out at the ocean. I think it was beautiful and I for one recommend it. Nick was a great character and his friendship with Harry was one of the highlights of the movie. Everyone is entitled to their opinion, but i believe everyone should watch this, mostly when they feel down, or when they want to share something nice with their friends.",positive
"The Adventures of Hercules has to be one of the lamest excuses for a movie I've yet run across. You would have to look far and wide to find anything that approaches the level of ineptness on display in this movie. Acting  Bad. Editing  Bad. Direction  Bad. Special Effects  Bad and Laughable. Plot  Bad. Lighting  Bad. Cinematography  Bad. Costume Design  Bad and Silly. Everything Else  Bad. Watching The Adventures of Hercules is about as enjoyable as a root canal. Even for a fan of bad movies, it's a real endurance test. This is one for either masochists or Lou Ferrigno completists (if any exist).<br /><br />Eight things I learned from watching The Adventures of Hercules: <br /><br />1. If you don't have the budget for real special effects, rotoscope a scene from the previous movie. It will look great - trust me.<br /><br />2. When on a quest to recover Zeus' thunderbolts, take time for frequent stops to oil-up you body. It worked for Ferrigno and his two Amazon companions.<br /><br />3. Any sword fight, use of magic, and just about all other day to day activities in ancient Greece created a sound very similar to a game of Pac Man or Asteroids.<br /><br />4. Some of the ancient Greek gods dressed like extras from Star Wars.<br /><br />5. If you need to pad your crappy movie's runtime, extend the title sequence by adding Star Trek style credits and throw in some overly grandiose music. It also helps if you've got a previous movie to pull scenes from.<br /><br />6. Fight scenes move along much smoother if the bad guys attack Hercules one at a time.<br /><br />7. William Berger did anything for money.<br /><br />8. I didn't think it was possible, but The Adventures of Hercules makes the first film, Hercules (1983), look like an Academy Award winner.",negative
"I love ghost stories and I will sit through a movie til it's end, even if I'm not really enjoying it. I rarely feel like I wasted my time... BUT, this adaptation of the Bell Witch story was horrible! <br /><br />It wasn't scary in the least bit. What is with the comic relief moments? The dialog was tedious. Acting inconsistent The movie was WAY too long and some scenes were unnecessarily drawn out in my open. (Like the birthday party)<br /><br />The only good think I can think about mentioning is the costumes and props were well done.<br /><br />I am curious about other adaptation, but until then, I will stick to reading about the story.",negative
"I agree with Vince, this movie paved the way for Goodfellas. The scene where Pesci was throwing peanuts at the piano player reminded me of his ""How am I funny?"" routine in Goodfellas. This is a highly underrated film and deserves some attention. As with many other mob films, the theme of The Death Collector rings true: Always respect the Don.",positive
"Sigh. I'm baffled when I see a short like this get attention and assignments and whatnot. I saw this film at a festival before the filmmaker got any attention and forgot about it immediately afterwards. It was mildly annoying to see it swiping the Grinch Who Stole Christmas heart gag along with the narration, the set design seen many times before, the whole weak Tim Burton-ish style, and the story that goes nowhere. And we got the ""joke"" about shooting the crows with the 45 the first time, alright?<br /><br />But I guess what's really unacceptable is that it even swipes its basic concept from a comic book circa 1999 called LENORE, THE CUTE LITTLE DEAD GIRL by Roman Dirge! As any quick internet search will reveal. I mean, what is this? This is what they base a Hollywood contract on and opens doors in Canada for a filmmaker? ""Give your head a shake"" as Don Cherry might say.",negative
"There are very few movies that are so funny as this one. I was lucky enough to watch this movie at a theater ""reserved"" for movie buffs like me, so it was not so embarrassing sitting there laughing till my jaw was completely sore and my shirt sleeves were all wet from drying my eyes...<br /><br />At times the story was a bit ""slow"", but that is perhaps for the best - a bit of rest in-between the rolling amongst the aisles (I nearly fell out of the seat...) was most welcome.",positive
"This is one of those movies that make better trailers than full-length feature films. The concept was really cool and different, the humor was unique, I just felt there were missed opportunities to put the ""punch"" into this movie. So many lines and gags were left hanging too long, with no definite ending and really didn't leave me laughing. Wilson, Wilson, Farris & Thurman were great. Wanda Sykes was under-used in this film and needed more exposure, and more opportunities to spin her character into more screen time. 7 out of 10 for me, more of a DVD rental. Also, I was looking for some sort of a feel-good music video during the end credits, something that has become sort of a trade-mark to these romantic comedy films, a la Something About Mary, Meet the Parents but again, I was left feeling a little cheated by fact that this COULD have been a much better film with a little more music and punchier punch lines. It felt like it was RUSHED into theaters.",positive
"Calling this film a decent or enjoyable horror tribute is far too optimistic. Heck, you can't even refer to it as a nice spoof of the genre because it's way below average ( it's funny, but not ""haha-funny, you know). But still I'd say to give it a look. If only for the huge amount of trivia elements in it. By the way, all those people who're complaining about this movie here in their comments have only themselves to blame. When you see the DVD-cover of this film, you should already know that it's not going to be on the same level as ""The Piano"" for example, so don't come complaining afterwards...<br /><br />Evil Ed could've been something but the totally screwed it up. I suppose the main idea behind this film is criticism towards the growing 'cutting-committee' in horror nowadays. It shows an editor named Edward who's slowly (well,not too slowly) going nuts by seeing all the violence and gore in the movies produced by his company produced. The big boss is named Sam Campbell...Funny, isn't it ? Personally I also expected a character named Bruce Raimi, but to my surprise there wasn't. Anyway, this guy became rich by making movies called ""Loose Limbs"". They feature ( and I'm not kidding you! ) scenes in which a girl is getting raped by a BEAVER (?) and then gets shot in the head by a bazooka !!! Now, who says horror isn't original anymore ?<br /><br />With all the gore and the 'loose limbs', it's hard to believe it but it really gets boring very quick. After a decent first 25 minutes, Evil Ed turns into complete boredom and never recovers from that. The only think left to do then ( besides pushing the eject-button, of course ) is look for the obvious amount of references to other, much better horror films. I saw scenes obviously stolen from The Evil Dead, Silence of the Lambs, Braindead and several others.And there's a huge amount of classic horror posters on the walls to admire as well.<br /><br />Evil Ed finds it origin in Sweden. I'm convinced there's a lot up talent there, far North ( take the Danish ""Nattevagten"" as an example )...but none of them talents joined the cast or crew of Evil Ed. Only to see if you're in a dumb mood and you don't want to use your brain at all.",negative
"Simple-minded but good-natured drive-in movie about a simple-minded but good-natured high school graduate who has dreams of owning the coolest custom van in the world to use as his ""ballroom"". <br /><br />Bobby, our hero, spends his entire savings to acquire the vehicle of his dreams. Joint sharing and love making quickly commence with girls Bobby has picked up at the local pizza parlor, but he finds out much responsibility, danger and heartache come with being the owner of such a mechanical marvel.<br /><br />The Van is a guilty pleasure of mine. It captures the laid back mid 70's mood and has enough unintentional humor to put it into the ""so bad it's good"" category.",positive
"I saw this film a few years ago and I got to say that I really love it.Jason Patric was perfect for this weird role that he played.The director?I don't too many things about him...and I don't care.The screenplay is good,that's for sure.In just a few words I have to say about this movie that is weird,strange,even dark,but it's a good one.I saw it a few years ago and never saw it since then.I want to see it again and again.I know that I'm not gonna get sick of watching it.The scenes,the atmosphere,the actors,the story...everything is good.The movie should have lasted longer.I think 120 minutes should have been perfect.I was hoping for a part 2 for this movie.Too bad it din't happened.Jason Patric:you're the man ! very good movie. the end. :-)",positive
"Ok, so I saw this movie at this year's Sundance, and I was sorely unimpressed. It took a good fifteen minutes of footage before there was an edit or a line of dialogue that made any sense, and it took another 30 minutes before the ham-fisted script gave way to a working plot that wasn't contingent on a close-up of Ryan Gosling's smile or contrived moralizing. After the first 45 minutes however, the script blossomed into a watch-able albeit not completely entertaining or thought-provoking. The highlights certainly include both Gosling and Morse's acting, Gosling being an up-and-coming star, and Morse being an extremely well-established character actor with a good feel for disparate emotions. As a sidenote, after the screening I was talking a little smack about the movie to some of my friends when David Morse walked right behind me--He looks like the nicest guy in the world, but he's a solid 6'2"" and probably outweighs me by 50 pounds. I removed my foot from my mouth and promptly changed the subject.",negative
"This movie is AWFUL! I don't even know where to begin, I'm speechless I can't even describe how awful this is. The blood is flourescent first of all, and the acting is AWFUL! The only good part was the biker chick that saves the day. This movie was rediculous, I don't see how it could even get a vote of 1 its so bad. It looks like it was made by highschool students.",negative
"Were it not for the fact that this came as a 2-dvd set paired with the original American Graffiti; were it not for the fact that I've been here in Iraq for several months and, at this point, will watch pretty much anything, I would have tossed this movie in the garbage after the first ten minutes. This movie was appallingly bad on so many levels I just don't know where to start. Poorly acted, shot, directed, written, scored, edited. My 9-year old daughter's first forays into film-making are superior to this - and she was filming the dog sleeping. (Come to think of it, I give that piece of cinematography 9 stars. But I'm biased.) If you have even the slightest appreciation for quality film-making, then avoid this piece of garbage at all costs. No character in this movie has a single redeeming quality save for the Icelandic girl who doesn't even have a single line in English. I'll not waste more of my time describing what a bad movie this is.",negative
"Can I be as simple and primitive in my evaluations as to simply say ""I liked it""? It's reasonably funny by bits, it got great stars and it's gorgeous to look at. The songs (there are about two which are then repeated) are forgettable, but they get a healthy ironic treatment (such as the terribly handsome Mr Fairbanks exploding into frenzied Wagnerian version of the tender ballad Miss Grable has just rendered); there isn't much dancing with all the 1861 crinolines draped around Miss Grable, and the comedy might be a bit heavy handed, but the result still is very uplifting. The photography (including real outdoor shots which are a thrill) is amazing, playing around with different shades of lush heavy gold. Miss Grable is a bit past her prime and on the plumpish side, but still fresh and comfortable in this continental ""olde worlde"" comedy. It's pretty much along the line of ""Down to Earth"" with Rita Hayworth, and that one tends to be rather disliked by many. So I suppose several people would deem ""That Lady in Ermine"" to be outdated and stuffy. But it's a fairy tale, and these tend to move along at a certain paste anyhow. My suggestion is - just enjoy the artwork, the costumes, the witty script and everything else this film has to offer, and stop complaining. The film has been released on DVD in Germany, with both German and English soundtrack.",positive
"I completely disagree with the other comments posted on this movie. For instance, the movie is based on the book and if the writer had a gay character in it then how could ""Hollywood"" just throw in a token gay character in the movie. And besides there was two gay characters and I thought they reflected each other great. One was normal and the other was more feminine but it wasn't over the top. And Diane Keaton gave a wonderful performance and if the other reviewer had the decency to actual watch the entire film they would have seen that her character developed through out the film by interacting with the other characters. For instance when she and Adam went to look at the car that Sara crashed in the junkyard you could see the maternal side of her come out and later in the film you saw that she too was invincible. But I guess if you're too worried about gay characters and characters that are flawed then this movie is bad. But if you're more open-minded and I don't know actually have some inkling of what is good then you'll enjoy this film.",positive
"I think that anybody whose dumb enough to risk being a wax dummy just so they can go to a football game or they don't want to leave their car ""to get stripped"" deserves whatever happens to them.<br /><br />The guy, Wade who ""went to a barbershop and asked for the He-Man haircut"" wasn't my type, but there's this really cute scene of him having his eyebrows and facial hair waxed. That's a little too high-maintenance for me. <br /><br />Also fun, but not my type is the fat guy in the big sunglasses who looks ""like Elton John only gayer,"" but that whole plot goes nowhere! <br /><br />Blake was hot,I could see myself with him if he wasn't so into his girlfriend, who is a phony Paris Hilton in a bad wig (no Chihuahaua in her handbag,though but that would have been really precious). I don't think girls who look like that go to football games anyways. Nick the car thief is the sexiest! One of the best parts is where a football lands by him, and instead of throwing it back, he chucks his cigarette down and it burns the football. See, that's just the kind of guy he is. He has a sister who looks dumb borrowing his white wife-beater. Her bra straps are showing for, like 1/2 the movie!<br /><br />Mostly you will just want to wax your legs and not ever go to football games after seeing this.",positive
"This movie is a gem...an undiscovered Gerry Anderson classic.<br /><br />The origins of both ""UFO"" and ""Space 1999"" are obvious from this movie, including the cast list which includes the late Ed Bishop and George Sewell who both went onto ""UFO"".<br /><br />It is unfortunate that Anderson, despite his many TV successes, did not get a chance to develop his talent on the big screen. Just think what he could have done with the movie version of ""Thunderbirds"" (which he quite rightly disowned himself from!).<br /><br />I'm sure if you give ""JTTFSOTS""/""Doppleganger"" a fair chance you'll appreciate it's good qualities.",positive
"Mukhsin is a beautiful movie about a first love story. Everyone probably has one, and this is writer-director Yasmin Ahmad's story of hers, with a boy called Mukhsin. We know that her movies have been semi-autobiographical of sorts, having scenes drawn upon her personal experiences, and it is indeed this sharing and translating of these emotions to the big screen, that has her films always exude a warm sincerity and honesty. Mukhsin is no different, and probably the most polished ad confident work to date (though I must add, as a personal bias, that Sepet still has a special place in my heart).<br /><br />Our favourite family is back - Pak Atan, Mak Inom, Orked and Kak Yam, though this time, we go back to when Orked is age 10. The characters are all younger from the movies we've journeyed with them, from Rabun to Gubra, and here, Sharifah Amani's sisters Sharifah Aryana and Sharifah Aleya take on the roles of Orked and Mak Inom respectively, which perhaps accounted for their excellent chemistry together on screen, nevermind that their not playing sibling roles. The only constant it seems is Kak Yam, played by Adibah Noor, and even Pak Atan has hair on his head! Through Mukshin the movie, we come full circle with the characters, and the world that Yasmin has introduced us to. We come to learn of and understand the family a little bit more, set in the days when they're still living in their kampung (revisited back in Rabun), where Orked attends a Chinese school, and packs some serious combination of punches (and you wonder about that burst of energy in Gubra, well, she had it in her since young!). The perennial tomboy and doted child of the family, she prefers playing with the boys in games, rather than mindless ""masak-masak"" with the girls, and favourite outings include going with the family to football matches.<br /><br />The arrival of a boy called Mukhsin (Mohd Syafie Naswip) to the village provides a cool peer for Orked to hang out and do stuff with - cycling through the villages, climbing trees, flying kites. And as what is desired to be explored, the crossing of that line between friendship and romance, both beautiful emotions.<br /><br />Mukhsin does have its cheeky moments which liven up the story, and bring about laughter, because some of the incidents, we would have experienced it ourselves, and sometimes serve as a throwback to our own recollection of childhood. In short, those scenes screamed ""fun""! We observe the life in a typical kampung, where some neighbours are very nice, while others, the nosy parkers and rumour mongers, spreading ill gossip stemming from envy. There are 2 additional family dynamics seen, one from an immediate neighbour, and the other from Mukhsin's own, both of which serve as adequate subplots, and contrast to Orked's own.<br /><br />As always, Yasmin's movies are filled with excellent music, and for Mukhsin, it has something special, the song ""Hujan"" as penned by her father, as well as ""Ne Me Quitte Pas"", aptly used in the movie Given that the Yasmin's movies to date have been centred around the same characters, the beauty of it is that you can watch them as stand alone, or when watched and pieced together, makes a compelling family drama dealing with separate themes and universal issues like interracial romance, love, and forgiveness. Fans will definitely see the many links in Mukhsin back to the earlier movies, while new audiences will surely be curious to find out certain whys and significance of recurring characters or events, like that pudgy boy who steals glances at Orked.<br /><br />And speaking of whys, parts of Mukhsin too is curiously open, which probably is distinctive of Yasmin's style, or deliberately left as such. I thought that as a story about childhood, recollected from memory, then there are details which will be left out for sure. And subtly, I felt that Mukhsin exhibited this perfectly, with not so detailed details, and the focus on what can be remembered in significant episodes between the two.<br /><br />Another highly recommended movie, and a rare one that I feel is suitable for all ages - bring along your kid brother or sister!",positive
"It was the tag-line ""in the tradition of American Pie"" that fooled me into renting this movie. What I got was a piece of junk in the style of Jackass, with the major difference that compared to this Jackass the Movie seems like a Citizen Kane.<br /><br />This movie made me regret that I rewarded other movies with 1 out of 10, because now I can't go beneath that. This one makes quite some bad movies look like cinematic feats.<br /><br />I actually turned it off after 45 minutes, and that's something I very rarely do. But it was just too plain boring, stupid, uninteresting and unnecessary.<br /><br />Can't believe some people actually reward this with 10 out of 10. What did your parents do? Drop you on the head when you were just a child? Or was it the very first movie you ever saw, so you got nothing to compare it to? Are you still a virgin and are breasts all you ever think off? Something must be wrong, at least.<br /><br />My advice: stay clear of this one. Even if your in the mood for a simple movie that doesn't require thinking, choose something else, or you'll regret it for sure.",negative
"Sri Lanka... not a country I've ever given much thought to, I have to admit. I didn't even know it was near India, let alone that there has been a bloody civil war going on there since 1983. It seems that the rebels of the Tamil minority have been in an ongoing conflict with the military regime that runs the country for many years, causing many deaths and widespread suffering on the island.<br /><br />Mani Ratman's latest film, A PECK ON THE CHEEK, tells the story of a young girl named Amudha, who is separated from her Sri Lankan parents by the war and raised by a young Indian couple. Amudha is a bright and mischievous girl, whose life is turned upside down when her parents tell her that she was adopted as a child. Although her adopted parents love her as much as could be, and have raised her without prejudice along with their biological children, Amudha cannot help but want to learn more about her biological family.<br /><br />Mani Ratman is probably best known for his 1998 film DIL SE, which hides a story about terrorism and politics inside a love story (or is it the other way around?). A PECK ON THE CHEEK inhabits similar territory, but is perhaps more ambitious in the ground it covers. The central theme that binds the movie is of love between all the various members of a family, and especially that between a child and her adopted parents. It's a pretty honest and open look at feelings, that can be extremely touching and heartwarming at some times and quite painful at others. It's an emotionally complex film, with characters that are somewhat idealised but still behave in a very human way.<br /><br />The film revolves around 9 year old Amudha, played with charm and vivaciousness by young actress P.S. Keerthana in her first and only acting role. She's a princess and a monster, always getting into trouble but so disarmingly charming nobody can stay mad at her for long. The young actress is perfectly cast for the role, and does a tremendous job in the various and often difficult emotional scenes required of her.<br /><br />A PECK ON THE CHEEK has such an innocent name I was quite unprepared for the intensity of the experience. Never has such a small act come with such an enormous emotional impact, I dare say. The film is a bold and artistic effort to explore issues that are not frequently covered on the silver screen.<br /><br />Mani Ratman's direction is superb, very confident and mature - the most sophisticated work I've seen from this director yet. The film is visually very stylish, with some excellent camerawork and imagery. A.R. Rahman provides the film's soundtrack, which is not as good as his classic DIL SE or BOMBAY music (based on first impressions at least) but still shows his great musical talent.<br /><br />I'm not aware of a DVD release for the film yet - I saw it in Tamil with English subtitles thanks to the San Francisco International Film Festival, of which the film was undoubtedly the highlight. The production is a truly world class effort, and I am sure it will be popular with western audiences as it begins to receive wider exposure.<br /><br />Recommended.",positive
"One of the most boring movies I've ever seen. Three immature young people have sex and talk about very little except their ""love"" of each other. They don't seem to be interested in much but each other, and only passively so. I was left feeling shut out. Most of the exterior scenes take place at night, so one can't even enjoy well-lit sights of Paris! I gave up after an hour and ten minutes.",negative
"Arthur Bach is decidedly unhappy in his life as a multi-millionaire and is attracted to people 'below him' in social standing - he pays for a hooker in the opening scenes and then is enormously attracted to a shoplifter.<br /><br />He drinks quite a lot too, and sometimes he is driving while drinking, too, which of course is not funny, ever. <br /><br />The movie is great but behind the comedy is some reality, too. John Gielgud wipes the floor with everyone else on screen and created a character for the ages. Talk about deserving an Oscar. Moore and Minnelli have their moments, but its Gielgud as ""Hobson"" you'll remember the most.",positive
"This movie is about basically human relations, and the interaction between them. The main character is an old lady who at the twilight of her life starts a journey to her past, doing an analysis of how she lived her life. This journey is precipitated because of the sons economic crisis and his intentions to put her in a nursing home. It is a very honest look to some issues that we all ask ourselves at some point in life, and there is plenty of secondary ideas to discuss in this movie such as family legacy, real love, marriage or destiny. although this type of movie melodramas are nothing new, this one can be useful to watch it with family members to discuss some ideas. There is a good performance by the actors and the characters are very believable, but because of the time some characters are maybe not fully developed. I really recommend this movie for a quiet Saturday afternoon.",positive
"On Steve Irwin's show, he's hillarious. He doesn't even try to be funny and he just is but his movie wasn't even what I would call a movie-I mean when that guy on his car is trying to kill him he's just saying 'Oh, this is one nasty bloke!' and looking straight into the camera. He put his face in the camera too much! And then when the guy falls off the car wouldn't you expect him to be dead? And Terri had the worst acting I'd ever seen! Like when the crocodile almost ate Steve she just says 'Steve'. She didn't sound scared or anything, it was just 'Steve'. I mean I hate to sound mean but that was not worth seeing. I love Steve Irwin but his movie was just too stupid.",negative
"I can't believe I missed this one. Made in 1970 with a budget that would probably allow you to make one indifferent episode of a TV soap, this is 90 minutes of sustained, sharp as a knife film making. You will find the outline, plot etc elsewhere on this site.Consider though that the whole thing was shot using a single, hand- held,16mm camera... all the dialogue is improvised... none of the 'actors' had appeared in front of a camera before... It sounds like a recipe for disaster. Instead what we get is hippies v cops running around in the California desert in what evolves into a 'that's not fair.. i'm on that person's side'scenario. The only problem is, the director keeps making you shift your allegiance and at the end of 90 minutes we're still not sure who has one. Brilliant... Quite brilliant.",positive
"On his birthday a small boys tells his mother he is not her son, and that he wants to go home to his real mother.<br /><br />In some ways Comedy De L'Innocence feels like it comes from a different time of movie-making, perhaps the 60's or 70's. Certainly it reminded me of Losey's Secret Ceremony (1968), and Richard Loncraine's Full Circle (1977), both of which deal with loss, grief and relationships between parents and 'lost' children (curiously both films star Mia Farrow).<br /><br />All three films are populated with unsympathetic characters who behave in strange and unexplained ways. All three films have a chilly feel, both emotionally and literally. All three films focus on mother-child relationships, and ultimately all three films pose the question - 'what is real, what is imagined?' <br /><br />Beautiful but flawed, it offers no easy answers and leaves much hanging, unexplained and strange.",negative
"My grandmother bought me this film when I was 5 (I've always love scary movies) and even then I enjoyed it. The atmosphere is awesome and the story original and entertaining. I especially love the scenes where the RV is under attack in the desert. The rocks are actually convincing for such a low-budget flick. The acting is above average for these kinds of films and the music is eerie. This is definitely an uder-rated gem. I recommend it to anyone who likes these strange films from the late seventies, early eighties such as ""Alice, Sweet Alice"", ""Poor Pretty Eddie"", ""Nightmare"", ""Hospital Massacre"", and ""Return of the Aliens, the Deadly Spawn"". Definitely a classic!!",positive
"Nacho Vigalondo is very famous in Spain. He is a kind of bad showman who can make you feel sick... Very embarrassing. Nacho had made some commercials in TV, I remember one in which Nacho was looking for Paul Mc Carney around Madrid (the commercial was about a Mc Carney CD collection). <br /><br />This little movie is like a Nacho's commercial: bad storyline, bad directing, and awful performances. I can't believe that a disgusting movie like this was in The Kodak Theater. Poor Oscar...<br /><br />Nacho could made this movie because of his wife, the producer of this 7:35, a woman very well connected with Spanish TV business men.",negative
"Its not sophisticated, and nobody in the credits had a great career, but taken as a whole, because there are no famous personalities; the film seems more realistic than some high budget, well cast films.<br /><br />A film made for a few bucks, that is worthy of watching should give hope to all those would be film makers and wantabee actors.<br /><br />The problem with this film is it was made in the worst possible time. TV was taking over the revenues of the film industry, and this film could have easily been shown on TV. In 1950, all the fare on TV would qualify for a ""G"" rating. The film industry began to make more ""adult"" films that could not be shown on TV during the days when TV wouldn't dare show the sex and skin of today's commercials.",positive
"Scenarist Frederick Fox's sometimes memorable dialogue and a study cast of old-pros cannot save this lukewarm western about whites pinned down in the desert by a band of bloodthirsty Cheyenne Indians. Other than his occasionally catchy dialogue, you won't find any surprises in Fox's screenplay about this run-in between whites and Indians. The characters in ""Dakota Incident"" generate only minor interest, certainly not enough to make them stand-out as much as some of Fox's choice dialogue. Unfortunately, good dialogue is Fox's only contribution because this conventional little sagebrusher withers with a lackluster ending that contradicts its previous 80 minutes. The ending is as contrived as they come and lacks credibility. Most of the characters are sympathetic, but some just plain lack common sense.<br /><br />Dale Robertson is appropriately tough and leathery as outlaw John Banner, one of three bank robbers who has to shoot it out with his low-down, no-account partners. Veteran western character actor John Doucette (Rick Largo) fares the best of the badmen, while Skip Homeier, wasted in an inconsequential role as Banner's brother Frank Banner, later dies from an Indian arrow. Doucette tries to gun down Banner at the outset of in the action, but our left-handed gun-toting hero fakes his own death, tracks down Largo down later and slaps leather with him in a town called Christian Flats. Naturally, Largo bites the dust this time, but Banner makes an interesting discovery. One of the passengers on a stagecoach from Christian Flats to Laramie turns out to be none other than the bank teller from whom he stole the money. Not only is John Carter (John Lund) on a quest himself to find Banner, but also he wants to clear his own good name with the bank that has issued wanted posters for his arrest. Evidently, the authorities have mistaken and enlarged Carter's role in the robbery. Carter is prepared to take Banner to Laramie and turn him over to the law, but Banner has other ideas about Laramie. Banner's ideas change when he crosses paths with Amy Clarke (former Twentieth Century Fox beauty Linda Darnell) who wears a bright red dress and still packs quite a bosom. As everybody else here has mentioned in their reviews, Republic Studio's Truecolor brings out the RED in everything, from Darnell's fetching outfit to the blood spilled on the ground. The problem with director Lewis Foster's handling of this run-of-the-mill oater is that everything bogs down after the stagecoach loses a wheel and our heroes hole up in a dry wash to defend themselves against the Cheyenne. The good guys and the Cheyenne eventually run out of ammunition, but ""Dakota Incident"" never runs out of clichés. Ward Bond has several interesting moments as a politically correct politician who defends the way of the redskin. By the time that this 88 minute dust-raiser concludes, you'll feel like you've been trapped in a gulch and menaced by marauding Cheyenne yourself.",negative
"Ernesto is a man that makes a living out of duping other solid citizens of their hard earned money. Together with Manco, an older man with a lot of experience, he pulls out capers that allow him to make a decent living, but that is not making him a rich man by any means. Enter Federico, an older man who is more experience in the art of deception. Together with the younger Ernesto they prove a winning combination. That only lasts until Pilar, Federico's former love interest, appears in the picture.<br /><br />This Spanish film directed by Miguel Bardem, is light in tone and pleasant to sit through. Other, better made caper films have been made with much clever plots than this one, but the film is easy to take, and at times, it has a lot of funny situations.<br /><br />This viewer will see Federico Luppi in anything, even reading the telephone directory! He is an actor's actor. We have had the privilege of having seen him in the Buenos Aires stage doing excellent work before his international film career. As Federico, he does what he does best. It's impossible to imagine anyone better in his role. Ernesto Alterio, the son of Hector Alterio, is a young actor who promises to have a great career. Victoria Abril makes Pilar fun as she gets involved with these con men. Miguel Alexandre, a veteran actor, is also good as Manco.",positive
"The original Vampires (1998) is one of my favorites. I was curious to see how a sequel would work considering they used none of the original characters. I was quite surprised at how this played out. As a rule, sequels are never as good as the original, with a few exceptions. Though this one was not a great movie, the writer did well in keeping the main themes & vampire lore from the first one in tact. Jon Bon Jovi was a drawback initially, but he proved to be a half-way decent Slayer. I doubt anyone could top James Wood's performance in the first one, though... unless you bring in Buffy!<br /><br />All in all, this was a decent watch & I would watch it again.<br /><br />I was left with two questions, though... what happened to Jack Crow & how did Derek Bliss come to be a slayer? Guess we'll just have to leave that to imagination.",positive
